"alcohol","base","sulfonyl_fluoride","y.obs","mu.hat","g(mu.hat)","intercept","a","b","sf","a:b","a:sf","b:sf","a:b:sf"
"1y","MTBD","4-CF3","0.01116286","0.05173984","-19.3274651"," -2.8710504","-17.1557426","  0.2834581","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1f","BTMG","4-NO2","0.01093956","0.07254408","-13.7845264"," -2.87105042826","-12.37256350208","  0.87544620546","  0.58356992498","  0.00000000000","  0.00007137804","  0.00000000000","  0.00000000000"
"1y","BTMG","4-Cl","0.01074102","0.0486797","-20.5424426"," -2.8710504283","-17.1557426351","  0.8754462055"," -1.3908598447","  0.0000000000"," -0.0002358875","  0.0000000000","  0.0000000000"
"1y","BTMG","PyFluor","0.0101128","0.04624918","-21.6220068"," -2.87105042826","-17.15574263510","  0.87544620546"," -2.47073822204","  0.00000000000","  0.00007823454","  0.00000000000","  0.00000000000"
"1ab","MTBD","4-Cl","0.008560966","0.0533035","-18.7604910"," -2.8710504283","-14.8939442305","  0.2834580935"," -1.3908598447","  0.0000000000"," -0.0000489024","  0.1119543197","  0.0000000000"
"1ab","MTBD","PyFluor","0.008393141","0.05023512","-19.9063931"," -2.8710504283","-14.8939442305","  0.2834580935"," -2.4707382220","  0.0000000000"," -0.0007592447","  0.0466409552","  0.0000000000"
"1m","MTBD","4-Cl","0.00794948","0.07013533","-14.2580179"," -2.8710504283","-10.3912924941","  0.2834580935"," -1.3908598447","  0.0000000000"," -0.0002275897","  0.1119543197","  0.0000000000"
"1f","BTPP","PyFluor","0.007880681","0.05954898","-16.7928852"," -2.8710504283","-12.3725635021","  1.2861702712"," -2.4707382220","  0.0000000000"," -0.0003580335"," -0.3643453241","  0.0000000000"
"1p","BTPP","4-Cl","0.006692734","0.08716644","-11.4709334","-2.8710504283","-8.7007528370"," 1.2861702712","-1.3908598447"," 0.0000000000","-0.0001905636"," 0.2057500492"," 0.0000000000"
"1f","BTMG","4-Cl","0.006152191","0.06345446","-15.7592986"," -2.8710504283","-12.3725635021","  0.8754462055"," -1.3908598447","  0.0000000000"," -0.0002709834","  0.0000000000","  0.0000000000"
"1f","MTBD","4-Cl","0.005797039","0.06157944","-16.2391642"," -2.8710504283","-12.3725635021","  0.2834580935"," -1.3908598447","  0.0001681180"," -0.0002709834","  0.1119543197","  0.0000000000"
"1n","DBU","PyFluor","0.00563376","0.03839548","-26.0447296"," -2.8710504"," -3.4211933"," -2.4450746"," -2.4707382","  0.0000000","-15.1543774","  0.3177044","  0.0000000"
"1c","BTPP","PyFluor","0.00557046","0.03906555","-25.5979988"," -2.8710504"," -6.6499610","  1.2861703"," -2.4707382","  0.0000000","-14.5280741"," -0.3643453","  0.0000000"
"1n","DBU","4-Cl","0.004994178","0.09070724","-11.0224945","-2.8710504","-3.4211933","-2.4450746","-1.3908598"," 0.0000000","-0.5766119","-0.3177044"," 0.0000000"
"1y","MTBD","4-Cl","0.004885527","0.04756813","-21.0224764"," -2.8710504283","-17.1557426351","  0.2834580935"," -1.3908598447","  0.0000000000"," -0.0002358875","  0.1119543197","  0.0000000000"
"1n","BTMG","4-Cl","0.004878301","0.1348017","-7.3842693","-2.8710504","-3.4211933"," 0.8754462","-1.3908598"," 0.0000000","-0.5766119"," 0.0000000"," 0.0000000"
"1m","DBU","4-CF3","0.004646147","0.06539538","-15.2915476"," -2.8710504","-10.3912925"," -2.4450746","  0.4158699","  0.0000000","  0.0000000","  0.0000000","  0.0000000"
"1ae","DBU","4-Cl","0.004581259","0.06379929","-15.6741172","-2.87105042826","-8.64919052133","-2.44507457024","-1.39085984465","-0.00020906417","-0.00002839853","-0.31770436888"," 0.00000000000"
"1y","DBU","PyFluor","0.00384859","0.04060943","-24.6248233"," -2.87105042826","-17.15574263510"," -2.44507457024"," -2.47073822204","  0.00000000000","  0.00007823454","  0.31770436888","  0.00000000000"
"1y","MTBD","PyFluor","0.003347358","0.04511138","-22.1673540"," -2.87105042826","-17.15574263510","  0.28345809354"," -2.47073822204","  0.00000000000","  0.00007823454","  0.04664095520","  0.00000000000"
"1m","BTPP","4-Cl","0.002928299","0.0759772","-13.1615100"," -2.8710504283","-10.3912924941","  1.2861702712"," -1.3908598447","  0.0000000000"," -0.0002275897","  0.2057500492","  0.0000000000"
"1c","MTBD","4-Cl","0.002797141","0.0847092","-11.8040516","-2.8710504283","-6.6499610021"," 0.2834580935","-1.3908598447","-1.2874471133","-0.0001456472"," 0.1119543197"," 0.0000000000"
"1c","MTBD","PyFluor","0.002737107","0.03639385","-27.4771718"," -2.87105043"," -6.64996100","  0.28345809"," -2.47073822"," -1.28744711","-14.52807413","  0.04664096","  0.00000000"
"1f","BTMG","PyFluor","0.00268003","0.05938497","-16.8392640"," -2.8710504283","-12.3725635021","  0.8754462055"," -2.4707382220","  0.0000000000"," -0.0003580335","  0.0000000000","  0.0000000000"
"1ab","BTMG","4-Cl","0.002610891","0.05470322","-18.2804572"," -2.8710504283","-14.8939442305","  0.8754462055"," -1.3908598447","  0.0000000000"," -0.0000489024","  0.0000000000","  0.0000000000"
"1q","BTMG","4-Cl","0.002335176","0.2602808","-3.3864641","-2.8710504"," 0.0000000"," 0.8754462","-1.3908598"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1o","MTBD","4-Cl","0.002133902","0.09961666","-10.0340618","-2.8710504283","-6.1674288787"," 0.2834580935","-1.3908598447"," 0.0000000000","-0.0001350788"," 0.1119543197"," 0.0000000000"
"1m","BTPP","PyFluor","0.001703293","0.03376825","-29.6136129"," -2.8710504","-10.3912925","  1.2861703"," -2.4707382","  0.0000000","-14.8023567"," -0.3643453","  0.0000000"
"1y","BTMG","4-NO2","0.001537846","0.05385719","-18.5676193"," -2.871050428","-17.155742635","  0.875446205","  0.583569925","  0.000000000","  0.000157653","  0.000000000","  0.000000000"
"1ab","DBU","4-Cl","0.001217344","0.04562318","-21.9186823"," -2.8710504283","-14.8939442305"," -2.4450745702"," -1.3908598447","  0.0000000000"," -0.0000489024"," -0.3177043689","  0.0000000000"
